SPY (5min log-price increments intraday from 9:35am-4pm),AAPL (5min log-price increments intraday from 9:35am-4pm),SPY daily returns,AAPL daily returns
0.001022623,8.38E-05,,
0.000300152,0.000837656,,
-5.72E-05,-6.44E-05,,
-0.000729139,-0.001153644,,
0.000357488,0.000299818,,
-0.00014298,-8.38E-05,,
0.000357411,0.001364278,,
0.000842984,0.001503862,,
-0.000621453,0.000552724,,
-0.00027156,-0.000467546,,
0.000414457,0.00103923,,
0.000842677,0.002035173,,
-0.000892688,-0.000206696,,
0.000228604,0.00188592,,
0.000778291,0.000695515,,
-0.000814007,-0.001077855,,
-0.001136433,-0.001071009,,
-0.000846291,-0.002053699,,
0.00175633,-0.000749011,,
0.000980768,0.001131302,,
-5.72E-05,-0.000919986,,
-0.000551148,-0.001266965,,
0.000465274,0.001454231,,
0.00118011,-0.000262502,,
-0.000915358,-0.000203326,,
-0.000386418,0.000445023,,
-0.000150314,-0.000682022,,
0.000737038,-8.01E-05,,
-0.000500841,0.000400336,,
0.001137262,9.13E-05,,
0.000586007,0.00106082,,
0.000849815,0.001656977,,
-0.000371259,-0.000373659,,
0.000592521,0.002048615,,
-0.000292647,-3.83E-05,,
0.000314057,0.002691697,,
0.0004709,0.00108831,,
-0.001056268,-0.002212816,,
-0.000221387,0.000704754,,
0.0001,0.000901297,,
-0.000678681,-0.000956959,,
-0.000285898,0.000389571,,
7.15E-05,-0.000376848,,
-0.000214462,0.000313255,,
7.15E-05,0.000302031,,
0.00085751,0.002642848,,
-0.000121436,-0.000337705,,
-0.000450156,0.001072967,,
-7.15E-05,0.000951552,,
-0.000142959,-0.000147186,,
0.000786023,0.000996643,,
-0.000571592,0.000911928,,
0.000107198,0.001146237,,
-0.000822148,0.000135693,,
7.15E-05,-0.000869702,,
-0.000407721,-0.00232713,,
0.00026468,0.000147187,,
0,-0.000569876,,
0.000286062,0.001523692,,
-0.000278909,-0.001208637,,
0.00010013,-0.001218024,,
-0.000250344,0.000514951,,
0.000121604,0.001209487,,
9.30E-05,0.000411272,,
-0.000278969,-0.001052244,,
0.000350487,0.001202475,,
-0.000143041,0.000227674,,
-0.001789742,-0.002727595,,
7.17E-05,0.000462774,,
0.000136123,0.000329517,,
7.88E-05,-2.69E-05,,
0,-5.39E-05,,
-0.000143277,-6.34E-05,,
0.001174264,0.001788527,,
-2.86E-05,-0.000928685,,
-0.000214707,6.17E-05,,
-0.000143164,-0.000272266,,
-0.000730455,0.000158303,,
0.000444066,0.000773741,,
0,0.000251456,,
0.000780218,-0.000189772,,
0.000221786,-3.32E-05,,
-6.44E-05,-0.000137612,,
-0.000314828,-0.000759578,,
-0.000407992,-0.000796594,,
0.000429461,0.001121067,,
0.000271897,0.000893736,,
0.000371949,0.00101141,,
-4.29E-05,0.000457959,,
0.00017878,-0.000210003,,
9.30E-05,-0.000131077,,
-0.000314645,7.42E-05,,
0.00040759,-7.11E-05,,
-0.000579256,0.000795671,,
0.000275121,-0.000521365,,
-7.24E-06,-0.000793696,,
-0.001289388,-0.001208454,,
-0.000340734,-0.000954739,,
0.000318989,0.000338009,,
0.000797026,0.000639034,,
-0.000434663,0.000108324,,
0.000666406,0.000990306,,
0.000434373,0.002836521,,
0.001092339,0.001799438,,
-0.000245853,0.002268855,,
-0.000723448,-0.001720948,,
-0.000463281,-0.000589092,,
0.000846774,0.00213302,,
0.000238704,0.001921831,,
-0.000245938,0.002154309,,
0.000296565,0.003369494,,
-0.000723484,-0.000553992,,
-0.000325739,-0.000581001,,
-0.000709754,-0.002850219,,
-0.000391304,-0.00235772,,
0.000123205,0.000677132,,
-0.000304416,0.000159351,,
8.70E-05,0.001355826,,
0.000144959,-0.000417588,,
0.000355061,0.00125224,,
0.000456322,0.000893723,,
-0.000159327,-0.001051151,,
0.000441707,0.00060911,,
0.000130303,-0.000876795,,
7.24E-06,0.000220452,,
0.000506567,0.000184197,,
0.000130219,0.000569695,,
-0.00020257,-0.000884583,,
0.000217037,8.35E-05,,
0.000723118,0.000475403,,
0.000910385,0.000259644,,
-0.000382839,-1.10E-05,,
0.000195049,0.000736088,,
-0.000310652,0.000160357,,
0.000317875,0.000267205,,
9.39E-05,-8.96E-05,,
0.000115555,7.39E-05,,
6.50E-05,-7.07E-05,,
-0.000787433,-0.001519437,,
-0.00014455,0.000174711,,
-0.000506091,1.57E-05,,
0.000484407,0.000160516,,
0.000585313,0.000894955,,
-7.95E-05,-0.000363233,,
0.000382828,0.00141445,,
0.000303269,3.14E-06,,
0.000779412,0.000555801,,
-0.001010466,-0.000802399,,
0.00050536,0.001765683,,
-0.000216552,-0.000627441,,
0.000433057,0.001448794,,
0.0002886,0.000236562,,
-0.0002886,-0.000388556,,
7.22E-05,-0.000465526,,
0.000649187,0.00149299,,
-0.000216349,0.000258266,,
0.000425441,-5.32E-05,,
0.000115343,0.001087175,,
-0.000324435,-0.001002662,,
0.000194674,0.000358321,,
-0.00040381,-0.000888996,,
-0.000216394,-0.000200446,,
0.000187544,-0.000816294,,
0.000158664,0.000387078,,
-0.001385552,-0.003091401,,
-5.06E-05,0.001496678,,
0,0.000258904,,
0.000151646,0.000561512,,
-0.000657298,-0.001118631,,
0.000339538,-0.000314006,,
-0.001619258,-0.000941039,,
0.000571662,0.000738287,,
0.0003978,0.000666171,,
-0.000853656,-9.34E-06,,
-0.000506751,-0.000768945,,
0.000361991,0.00119519,,
-0.00195631,0.000440055,,
-0.000906997,-0.000729384,,
0.000246785,0.000202228,,
-0.000893068,-0.002030356,,
-0.000305133,-0.001241419,,
0.001285287,0.002001728,,
0.000210426,0.000672579,,
-0.000435414,0.000227204,,
-7.26E-05,-0.00111473,,
-7.26E-05,0.000246095,,
-0.000653571,0.000140154,,
-0.001010244,-0.000993957,,
0.000879479,-6.23E-05,,
-0.000639544,-0.001372684,,
-0.001163857,0.000469732,,
-0.000160136,-0.001011525,,
0.000276583,-0.000856225,,
0.000116433,0.001613404,,
-0.000968262,-0.000599451,,
-0.000903586,-0.000534189,,
-0.000131234,-0.000953502,,
-0.000977503,-0.002187107,,
-0.002608916,-0.003625431,,
0.001023916,0.001755477,,
-0.000643482,-0.003956924,,
-0.001068509,-0.005009864,,
-0.001362907,-0.003235748,,
0.000586424,0.002941013,,
-0.000747751,0.002546748,,
0.001055486,0.00248982,,
-0.00016851,0.000141908,,
-0.000285799,-0.001509989,,
0.000893766,0.002080572,,
-0.001531613,-0.002159527,,
-0.000718981,-0.001977474,,
0.001136926,0.002473205,,
7.33E-05,0.000462356,,
-0.000733299,-0.000984933,,
-0.000733837,-0.0011266,,
-0.001711933,-0.003993602,,
0.001330125,0.003207549,,
6.61E-05,0.000563111,,
-0.000712562,-0.002118058,,
0.000815364,0.00178276,,
0.000645943,0.000683129,,
0.000880159,-0.001278085,,
-0.00061603,0.0004241,,
-0.000344849,0.000205656,,
-0.00071943,-0.00087512,,
0.000807488,0.000352989,,
-0.000528464,-0.000712437,,
-0.000462635,-0.001735719,,
-0.001087668,-0.002190192,,
0.001484225,0.001942666,,
-0.001520991,-0.002257533,,
-0.001272944,-0.00409593,,
0.001758148,0.004000496,,
0.000830183,0.004046342,,
7.34E-05,-0.000153681,,
-0.000786028,-0.000933682,,
-0.000985243,-0.001668213,,
-0.000110349,-0.001653497,,
-0.000551927,-0.001566984,,
0.001551979,0.002576896,,
-0.000595498,-0.001528783,,
-0.000139736,0.000359737,,
0.001198155,0.00408966,,
0.000925199,0.000579932,,
-0.001571877,-0.002028062,,
-9.56E-05,-0.00090992,,
0.000573268,0.000190628,,
-0.001904812,-0.001779016,,
0.000371754,-0.001141479,,
0.000612,-0.001152259,,
-0.001012917,-0.001144102,,
-0.000765834,0.001390449,,
0.000496035,0.000418336,,
0.00086747,0.001329621,,
-0.000291503,-0.001294899,,
0.000801428,-7.89E-05,,
0.001091822,-0.001823097,,
-0.000705909,0.000208703,,
0.000225654,0.00015966,,
0.000960279,0.001697773,,
-0.000625532,-0.002056649,,
-0.000291078,0.001502623,,
-0.000553283,-0.000298449,,
-0.000611879,0.000418435,,
0.000575468,0.000203628,,
-0.000203926,-0.000369402,,
-0.000225823,0.000795465,,
-0.001093414,-0.000569703,,
0.000218778,-0.000399459,,
0.000437413,0.000300004,,
-0.000546797,-0.001627417,,
0.000765432,0.00017709,,
-0.000364418,-0.000722789,,
-0.000692761,-0.002439509,,
-0.000773542,-0.002512253,,
3.65E-05,0.001075864,,
-0.000394284,-0.001875964,,
-7.30E-05,-0.003647521,,
1.46E-05,-5.11E-05,,
0.000992773,0.002628709,,
0.000342862,0.002974474,,
-3.65E-05,8.74E-05,,
0.000291715,0.000623939,,
-0.00015314,-0.001915919,,
7.29E-06,-0.000679237,,
0.000328126,-9.55E-06,,
-0.000262492,-0.001587761,,
0.000728975,0.000836397,,
0.00059008,-0.000254828,,
-0.000371491,0.000229348,,
0.000152984,0.002180953,,
-0.000575632,0.000598889,,
-0.000211391,-0.000408223,,
5.10E-05,-3.97E-05,,
-9.48E-05,0.000373299,,
-0.000408348,-0.001613333,,
0.000801954,0.000504148,,
0.000174886,-0.000957621,,
0.000291409,0.000607766,,
0.000335016,0.000174943,,
-7.28E-05,-0.000384915,,
-0.000874253,-0.000350051,,
0,-0.00140143,,
0,-0.000754081,,
-0.000211393,0.001615875,,
0.000138504,-0.00020861,,
-9.48E-05,-0.001003848,,
-0.00162696,-0.002702646,,
0.000919594,0.000532167,,
-0.000729767,-0.003043402,,
0.000751652,0.002065147,,
-0.0001605,-0.000126348,,
0.000211562,0.00146082,,
-0.000437764,-0.001571188,,
0.000145943,-0.000949023,,
-0.001117005,0.000136087,,
0.000306753,0.000462558,,
-0.000715903,-0.000630668,,
0.000358016,0.000934656,,
0.000730247,0.001306094,,
-0.00087636,0.001189506,,
-0.000314216,-0.000644872,,
-2.19E-05,-0.00125582,,
0.000562608,0.000640889,,
-1.46E-05,0.000345047,,
0.000757741,0.001978725,,
0.001033682,0.004880335,,
0.001185235,0.002302446,,
0.001074949,5.09E-05,,
0.000478997,-0.001129803,,
-0.000544332,-0.001303245,,
0.000174219,-0.000489554,,
0.000725584,0.001119084,,
-0.001008705,0.000159312,,
-0.000326777,0.000697487,,
0.000755057,0.001182068,,
0.002124167,0.000252778,,
0.000991665,0.002852435,,
7.23E-05,-0.000285353,,
0.000144676,-0.000542396,,
-0.000347257,-0.00118573,,
0.000202581,-0.000505196,,
0.001070107,0.000746583,,
-0.000195137,-0.001703659,,
-0.000166258,-0.000558453,,
0.000542043,-7.32E-05,,
0.000122822,-0.000966564,,
-0.000708241,-0.001819419,,
-1.45E-05,0.000142037,,
-0.000795574,-0.001122482,,
0.000434028,0.000922987,,
0.000433839,0.000390974,,
-7.23E-06,0.000204203,,
0.000411976,0.000350877,,
0.000101161,-0.000392353,,
-0.000339653,-0.001027864,,
-0.000238549,-0.000661328,,
0.000650454,0.000345095,,
7.22E-05,0.000555737,,
0.000339489,-0.000495038,,
0.000382689,6.39E-05,,
2.17E-05,-0.001560073,,
0.000411399,0.0020455,,
0.000144311,-0.000456679,,
0.00014429,0.000130957,,
0.000288517,-0.000926651,,
-0.000108184,-0.000503627,,
0.0001803,8.00E-06,,
0.000288413,-0.001304204,,
-0.000432651,-0.002138411,,
-0.000504996,-0.000805895,,
0.000230887,-0.000510843,,
-0.000158729,-0.001255727,,
0.0001443,0.001768177,,
-0.0001443,-0.000448178,,
0.000252512,-0.000710428,,
-0.000252512,-0.000255685,,
-0.000649608,-3.22E-06,,
0.000288767,0.001578096,,
2.89E-05,-0.000112409,,
0.00011548,-0.000941521,,
0.000461787,0.000641166,,
0.000331778,0.000348532,,
-0.000158663,-0.001087757,,
-0.000403982,-0.001246671,,
0.000129869,0.000244631,,
0.000490465,0.001114566,,
0.000302814,0.002882776,,
0.000648579,0.00157111,,
-0.000432339,-0.002281401,,
7.21E-05,-0.000250245,,
-0.000295518,-0.001555813,,
-0.000165817,-0.000384108,,
0.000389265,0.000519073,,
-0.000620012,-0.000884031,,
5.05E-05,-9.97E-05,,
-7.93E-05,-0.001034608,,
0.000677688,0.002187023,,
0.000230597,0.000687281,,
0.000533053,0.001512601,,
-1.44E-05,-0.000641333,,
-6.48E-05,-0.00151036,,
-0.001157851,-0.005498884,,
0.001360338,0.002955009,,
-0.000752299,0.00073739,,
-7.96E-05,-0.002553331,,
-0.001912379,-0.001352788,,
0.000253745,-0.000255876,,
0.000137721,-0.001476616,,
0.000427538,-0.000410468,,
-0.00229926,-0.003218191,,
-0.000522967,-0.001163045,,
0.000355938,-0.004957267,,
-0.000850102,-0.001553994,,
0.000748419,0.000629757,,
-0.000653927,-0.001949597,,
-0.000901667,-0.004570496,,
0.000872594,0.001663668,,
-4.36E-05,0.001766161,,
0.000232573,-0.00231986,,
-0.000341611,-0.000316537,,
-7.27E-05,0.000227521,,
-0.000727273,-0.002981662,,
0.000959888,0.004154717,,
-0.000101763,0.002072546,,
0.000559567,-0.001573756,,
0.000762541,-0.000401647,,
0.000137922,0.001687806,,
0.000805372,0.003516147,,
-0.000217604,-0.001234083,,
-0.000870891,-0.001930385,,
-0.000181531,0.000218504,,
-0.000108934,0.00108032,,
-0.000508518,-0.000341373,,
0.000130786,0.001082802,,
8.72E-05,6.56E-05,,
-0.000152572,-0.000167255,,
0.000806191,-0.000748068,,
-0.000181518,-0.001616162,,
0.000522682,-0.000917644,,
0.000239471,0.002579756,,
-0.000435445,-0.000783082,,
0.000145169,-0.000218453,,
-0.00026858,0.001090147,,
0.000123411,7.55E-05,,
0.000471724,-0.000607269,,
-0.000754865,-0.000993762,,
0.000362987,-0.000287636,,
-7.26E-06,0.00032872,,
0.000123386,-0.000493121,,
0.001109793,0.001780664,,
-7.25E-05,0.000976048,,
-0.000500379,-0.000592077,,
-0.000232145,-0.00056288,,
-0.001103424,-0.001953663,,
-0.000624846,0.000859819,,
0.00022528,-0.00099305,,
0.000377775,8.22E-06,,
-3.63E-05,-0.000335621,,
0.000994646,0.002026819,,
-0.001052758,-0.001998847,,
0.000617268,0.000324098,,
-0.000225077,0.000180923,,
-0.000108927,-2.47E-05,,
0.000711439,0.000923862,,
-0.000275804,0.000289148,,
-0.000435635,-9.03E-05,,
7.26E-06,0.000126487,,
0.001074215,0.002336315,,
-0.000174119,-8.03E-05,,
0.000166864,-0.000493427,,
-0.00034827,0.000237728,,
-0.001096392,-0.001039861,,
-0.000813995,0.000529907,,
-0.001214956,-0.003154043,,
0.000684049,0.001039305,,
-0.001215602,-0.001947936,,
-0.001012917,-0.002240536,,
-0.000211457,-0.001060192,,
-0.001015089,-0.001144132,,
-0.001335685,-0.004839562,,
-0.000130761,-0.009723218,,
-0.002225553,-0.018487715,,
-0.000604518,0.00052424,,
-0.00049554,0.005498146,,
0.000153061,0.000884683,,
-0.002963333,-0.0049103,,
-0.000343614,-0.000372178,,
7.31E-05,0.002734573,,
0.000964673,-0.000634176,,
0.000241023,0.002820184,,
-0.001322689,0.000481938,,
0.000862504,0.002445001,,
0.002182172,0.004415546,,
7.29E-06,0.000579102,,
-0.000977367,-0.004123121,,
-0.000109466,-0.001421469,,
0.000430498,-0.002959015,,
0.000364684,0.002710936,,
-0.000335504,-0.000796969,,
-0.000313725,-0.000260165,,
-8.03E-05,0.000189218,,
-0.001657945,-0.003877663,,
0.000197345,-0.002688139,,
-0.000219274,-0.002027247,,
-5.85E-05,0.001894606,,
-8.77E-05,-8.16E-05,,
0,0.000406403,,
0.002008509,0.003506227,,
-0.001277676,-0.002019756,,
0.000270273,0.000712722,,
-0.000555235,-0.001127013,,
-0.000687165,-0.00311948,,
0.000899067,0.001674911,,
-0.000540805,-0.001911736,,
0.000124265,-0.001258325,,
0.000672225,0.001048714,,
0.000401658,0.001670554,,
-0.000715794,-0.002591317,,
0.002080224,0.002895837,,
-0.000350051,-0.001719457,,
0.000153162,-0.001923845,,
-0.000598195,-0.000983818,,
0.000175119,-0.000246106,,
-8.76E-05,-0.000721576,,
-6.57E-05,-0.00147555,,
0.000940881,0.002796903,,
0.001092936,0.003179127,,
0.001164483,-0.00250118,,
0.000225462,6.15E-05,,
-0.000254557,0.000433482,,
0.000647176,-0.000435189,,
-0.000239915,0.000124603,,
-0.00103302,-0.003155693,,
0.000654855,0.002544478,,
-5.82E-05,-0.000283539,,
-0.000451103,-0.000434005,,
-0.000509554,-0.000889102,,
0.000800611,0.001948152,,
-0.000225562,0.001037465,,
0.000116425,0.002115956,,
0.000152788,-3.57E-05,,
-0.000334709,-0.001814198,,
-0.000713449,-0.001807246,,
-0.000961777,-0.001846454,,
0.000218667,-0.00097932,,
0.00080137,0.002150846,,
0,0.000167493,,
-0.000692054,-0.002347459,,
-8.02E-05,-0.000748855,,
-5.83E-05,-0.001265932,,
0.00053919,0.000941882,,
0.00022579,-0.000971062,,
-0.001399264,-0.002252855,,
-0.000824441,-0.005065511,,
-0.000547571,0.004043094,,
0.000195622,0.009158865,,
-0.000326057,0.007314321,,
-0.00047841,0.002707414,,
2.90E-05,-0.000419195,,
0.000130494,0.001988763,,
-0.000921074,-0.000920673,,
0.001145775,0.003818404,,
0.00085485,0.004646661,,
0.001953267,0.001405309,,
-0.00032528,-8.09E-05,,
0.00019518,0.001203078,,
-7.95E-05,-0.000496894,,
-2.89E-05,-0.001974857,,
0.00070819,0.002491959,,
0.000570523,0.000279494,,
0.000692856,0.002953482,,
-0.000180385,0.000416181,,
0.001449375,0.001564165,,
6.48E-05,0.000299812,,
7.21E-06,0.001773584,,
0.000280959,0.001089361,,
-0.000216115,-0.001679649,,
-0.000136897,-0.001262009,,
-5.76E-05,0.000380109,,
-2.16E-05,0.001172907,,
-0.000345956,-0.002040504,,
0.000418015,0.002122439,,
0.000165716,0.000300928,,
0.000122468,0.000576525,,
0.000648111,0.000803239,,
0,-9.68E-05,,
-0.00020159,-0.000262134,,
0.000511095,0.001196577,,
0.000654683,0.000951899,,
8.63E-05,-0.000341646,,
0.000675758,0.002167887,,
-5.03E-05,0.002672579,,
0.000114983,-0.000285355,,
7.90E-05,0.001744035,,
-0.000143719,0.000660679,,
-0.000316256,-0.000528177,,
2.88E-05,-0.000409156,,
-0.000129402,-0.002838882,,
-1.44E-05,1.83E-05,,
0.000244416,0.002132779,,
-0.000172523,8.29E-06,,
0.000380948,0.001583762,,
-0.000158112,0.001083663,,
0.000280272,0.000216592,,
7.19E-05,0.000373552,,
-6.47E-05,0.000799527,,
7.19E-05,-0.000614456,,
-7.18E-06,-0.000310675,,
0.000294539,0.00082605,,
-0.000150851,-0.001388155,,
0,-0.00054091,,
7.18E-05,-0.000493195,,
0.000359105,0.00252134,,
0.000136426,-0.000905297,,
0.000531167,-8.59E-05,,
-0.000129177,0.001418828,,
-0.00039481,-0.000837179,,
-0.000905062,-0.001315803,,
-2.87E-05,0.000970489,,
0.00045983,0.001142878,,
-7.18E-06,0.000282215,,
5.75E-05,0.002579154,,
-0.000431062,-0.000434612,,
-7.19E-06,0.000398401,,
0.000380784,0.000671325,,
0.000911855,0.001778149,,
-0.000717927,-0.000964278,,
-0.000431004,-0.00029752,,
0.000201158,-0.002561348,,
-0.000179604,0.002401867,,
0.000459721,0.001982663,,
-0.001156888,0.000523345,,
0.000923614,0.003257801,,
0.000237981,-0.005468596,,
0.00042534,0.002460277,,
0.000706098,0.001851349,,
0.000180047,0.001517038,,
-0.000345719,-0.004261301,,
0.000187279,0.002221896,,
0.000244851,-0.001314403,,
9.36E-05,-0.001906686,,
-0.001159863,-0.003285228,,
7.21E-06,-0.000262178,,
5.77E-05,-0.004824267,,
0.001159788,0.003721065,,
0.000446268,-0.000933049,,
0.000280615,0.001738164,,
-0.00025183,0.001526959,,
-0.000143931,0.000159399,,
-7.20E-05,0.000829113,,
-0.0014766,-0.004553961,,
-0.00110347,-0.00509151,,
0.000483369,-0.000589217,,
-0.00031741,-0.006572155,,
-7.22E-05,0.002451077,,
-0.000649608,-0.002279223,,
7.22E-05,-0.001203596,,
0.000122727,-0.001503222,,
0.000671124,0.003826449,,
0.001232828,0.004032157,,
-0.0001297,0.002246203,,
5.04E-05,-0.003988511,,
7.21E-05,0.002356903,,
-7.21E-06,-0.00062117,,
-0.000497281,-0.004662858,,
0.000144165,0.002441238,,
-0.000807591,-0.001851826,,
-5.77E-05,7.10E-05,,
0.000216396,-0.000168356,,
0.000540784,0.002583289,,
-0.000807679,-0.000950441,,
0.000339016,0.000258702,,
0.000137016,-0.000436701,,
0.000295603,0.000693689,,
0.000288309,-0.000797536,,
-0.000216224,-0.000154967,,
-0.000432588,-8.74E-05,,
0.000288413,-0.000473335,,
-0.000649046,-0.001722056,,
-0.000360763,-0.000851391,,
-0.000866363,-0.00158734,,
0.000310533,0.001504642,,
5.05E-05,-0.000572457,,
0.000216583,0.001694911,,
-0.00064989,-0.001428496,,
0.000556043,0.003676226,,
2.17E-05,0.000705293,,
0.000577367,0.00326784,,
0.000577034,0.003816752,,
0.001203487,0.003622982,,
-0.000223292,-0.001118638,,
0.000460936,0.002151369,,
-0.000504159,-0.002115475,,
0.000288122,0.000958874,,
-0.000244899,-0.00313933,,
0.000244899,0.001723526,,
0.000216037,0.001705895,,
0.001295244,0.002301441,,
-0.001007267,-0.003516144,,
-7.20E-05,-0.001631163,,
-0.000432028,-0.001696029,,
0.000360036,2.62E-05,,
-0.001282319,-0.003668375,,
0.000396398,0.004082415,,
0.000129696,0.000101438,,
-0.000100873,-0.000266706,,
-0.000634294,-0.003609976,,
-0.000533695,4.27E-05,,
-0.000202013,-0.000923399,,
0.000932388,0.006749073,,
0.001927068,0.003182844,,
0.001397866,-0.001587668,,
-0.000641046,-0.001709808,,
-0.000490065,-0.002850083,,
-0.004399708,-0.006801053,,
-0.000376571,0.00654443,,
0.000767476,-0.001340843,,
0.000578838,0.000290335,,
0.001387845,0.003005181,,
-0.000433495,-0.000347699,,
0.002151175,0.001381763,,
0.001167492,-7.31E-05,,
0.001583304,-0.000907725,,
-0.000647412,-0.000935186,,
0.000259015,-3.50E-05,,
-0.000654862,0.001354286,,
0.000474998,0.001867036,,
-0.000295048,-0.003134752,,
-0.000914482,-0.001165987,,
-0.000108065,0.000649789,,
-0.000771202,-0.00046314,,
-0.000375005,0.00026325,,
-0.001082532,-0.001350304,,
0.000368193,0.000867071,,
0.000721553,0.002176037,,
0.000814729,-0.000166324,,
0.00018016,-0.000753793,,
-0.000800159,-0.001971199,,
-0.002274213,-0.001921615,,
-0.001229505,-0.001294286,,
0.000571546,0.000590496,,
-0.000491944,0.000386227,,
-0.000455988,-0.00095999,,
-8.69E-05,-0.001388095,,
8.69E-05,-0.000927027,,
0.000578997,0.001429576,,
-0.000180901,-0.001947946,,
-3.62E-05,0.000511661,,
-0.000144749,-0.000142568,,
-0.00014477,-0.000788683,,
0.00070194,0.002590252,,
8.68E-05,0.000170771,,
-0.001867941,-0.002567989,,
0.000282587,-7.05E-05,,
-0.000797246,-0.000656511,,
0.000681322,0.00020657,,
0.001093494,0.001773406,,
-0.000753007,-0.001420823,,
-0.00036947,-0.001999614,,
7.25E-05,-0.002532977,,
-0.000797304,-0.002383888,,
-0.00116085,-0.00349492,,
0.000870764,0.002260225,,
-0.000377238,-0.00452557,,
-0.000130616,0.001094256,,
-0.000791314,-0.000992256,,
-0.000290548,-0.000678495,,
-0.001192129,-0.002253045,,
-0.001659715,-0.002459786,,
0.000291377,0.004253439,,
0.000444187,0.002761684,,
0.000363941,-0.000867622,,
0.000232853,0.001632745,,
-0.000109143,0.000552696,,
0.000967319,0.002194205,,
-0.00077087,-0.004243765,,
-0.000356546,0.000674036,,
-0.00018196,-0.002151032,,
-0.000473252,-0.002414798,,
0.00237129,0.003205406,,
0.000138031,0.001037893,,
0.00026148,-0.001117776,,
0.000297713,-0.00161772,,
0.000805559,0.001080471,,
-0.000769259,-0.000952796,,
5.81E-05,0.000826943,,
0.000382958,-0.008121846,,
-0.001474831,-0.000483549,,
0.00033275,0.002636104,,
0.000578432,0.008199469,,
0.001386873,0.007898834,,
-0.001466387,-0.005323255,,
0.000527569,-0.001361519,,
0.00059228,0.002797233,,
-0.000288873,-0.002870103,,
0.000101115,0.000691202,,
0.000505422,0.000546863,,
0.000916329,-0.001139777,,
0.001189254,-0.000656003,,
-0.000828724,-0.004411634,,
-0.000144196,0.00111154,,
-0.000288455,-0.001160932,,
0.000165872,-3.58E-05,,
-0.00059871,-0.001762761,,
-3.61E-05,0.000327556,,
0.000252521,0.000566146,,
-7.21E-05,-0.003033987,,
-0.000216458,0.000854613,,
5.77E-05,-0.001730495,,
0.000483331,-0.000510144,,
-0.000375102,-0.001141062,,
-9.38E-05,-0.001106325,,
0.000165943,0.000667372,,
0.00031738,0.003171214,,
0.000165863,-0.000778174,,
0.000648766,0.001343893,,
-0.000230624,-0.004651466,,
0.000230624,0.001262624,,
-7.21E-05,-0.001889382,,
0,0.000343477,,
-0.000324354,-0.000558211,,
-8.65E-05,0.000530737,,
0.000338796,0.000933688,,
-0.00080032,-0.001686078,,
0.000151461,-0.00018217,,
0.000144227,-0.000232057,,
-0.000432744,-0.001694792,,
0.000201971,0.001457522,,
1.44E-05,-0.000526321,,
-0.000129832,-0.001358363,,
-0.000223639,-0.000601436,,
-0.000707316,-0.000218951,,
-0.000512756,-0.005137524,,
-0.000657579,-0.000724694,,
0.000643131,0.001952701,,
-0.000288996,0.000340942,,
0.000166183,0.000209353,,
-0.001113232,-0.001849361,,
-2.17E-05,-0.000201073,,
-0.000332771,-0.000150831,,
-0.001035193,-0.003054456,,
0.000876002,0.001256599,,
0.000231542,-0.000354399,,
-0.000151943,-0.001321418,,
0.001106487,0.003355766,,
-0.000195173,-0.001363876,,
-0.000108446,-0.001395298,,
-0.000267551,-0.000269553,,
-0.000528081,-0.003097245,,
4.34E-05,0.001061948,,
-0.00042699,-0.00193467,,
-0.000354758,0.000722668,,
-0.001072277,-0.002452909,,
0.000753612,0.001929288,,
0.000398315,0.002556159,,
-0.001006958,-0.002742984,,
0.000289876,-0.000751142,,
0.00032601,0.00113872,,
0.000550354,0.000514792,,
-0.000890856,-0.003094487,,
1.45E-05,0.00263555,,
-0.00035511,0.000225133,,
-8.70E-05,-0.000902581,,
0.00140682,0.009742298,,
-0.000974306,0.004007658,,
-0.000359194,4.87E-05,,
-0.001775874,-0.002926412,,
0.000954374,-0.001040861,,
-0.000337597,-0.004351545,,
-0.001939722,-0.002947374,,
0.001433112,0.00300704,,
-0.000742022,-0.000101786,,
0.001145863,0.001772747,,
-0.000278999,-0.003680511,,
-0.000132185,-0.001384792,,
0.000624052,-0.010380799,,
-0.000286282,-0.00291676,,
-0.000146843,0.00026762,,
0.000807369,0.003836924,,
-0.000645843,-0.004397224,,
0.000433055,0.001282517,,
0.000579559,0.00287833,,
0,0.002066854,,
-0.000146692,0.002328079,,
-0.000132041,0.000180492,,
-0.000256797,-3.72E-05,,
2.20E-05,5.31E-05,,
0.000938802,0.001626471,,
-0.000219953,0.002422422,,
-0.000352025,-0.002164551,,
0.000146692,-0.001286483,,
0.000586553,0.006066229,,
0.000447016,0.001133003,,
0.0005054,0.003387829,,
-0.00041016,0.000278158,,
-2.93E-05,-0.000127698,,
0.000659123,0.003185823,,
0.000131773,0.00222962,,
-7.32E-05,-0.000966139,,
-0.000205002,-0.000576647,,
-0.000446757,-0.002800851,,
-0.000798801,-0.005340691,,
0,0.000460197,,
0.000293212,0.001237267,,
0,0.002314226,,
-0.000227232,-0.003368877,,
0.000447085,2.98E-05,,
0,9.48E-05,,
0.000586038,0.002172745,,
-0.000395538,0.00273071,,
-7.33E-06,0.002381745,,
0.000329628,0.002209161,,
-7.32E-05,-0.002998957,,
-0.000652084,-0.001436482,,
-8.06E-05,-0.00135634,,
0.000359094,0.00284689,,
-0.000652328,-0.003392742,,
-0.000366663,-0.001991734,,
